tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,PULocationID,DOLocationID,fare_amount,extra,mta_tax,improvement_surcharge,total_amount,congestion_surcharge,trip_duration,pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude
2024-10-17 00:54:32,2024-10-17 01:04:08,1.0,2.05,161,140,0.73,0.0,0.5,1.0,3.27,2.5,576.0,40.75802804352629,-73.97769793122407,40.76548408788984,-73.95473878380501
2024-10-17 00:54:59,2024-10-17 01:03:08,2.0,1.38,161,233,10.0,1.0,0.5,1.0,18.0,2.5,489.0,40.75802804352629,-73.97769793122407,40.74991407790216,-73.97044256869239
2024-10-17 00:56:31,2024-10-17 01:00:41,1.0,0.29,161,230,5.8,1.0,0.5,1.0,10.8,2.5,250.0,40.75802804352629,-73.97769793122407,40.75981761719186,-73.9841964890757
2024-10-17 00:56:31,2024-10-17 01:00:41,1.0,0.29,161,163,5.8,1.0,0.5,1.0,10.8,2.5,250.0,40.75802804352629,-73.97769793122407,40.76442140578678,-73.97756868222714
2024-10-17 00:57:37,2024-10-17 01:26:20,2.0,9.0,161,25,41.5,1.0,0.5,1.0,46.5,2.5,1723.0,40.75802804352629,-73.97769793122407,40.6856337413206,-73.98611382213656
2024-10-17 01:00:45,2024-10-17 01:09:02,5.0,0.95,161,233,9.3,1.0,0.5,1.0,14.3,2.5,497.0,40.75802804352629,-73.97769793122407,40.74991407790216,-73.97044256869239
2024-10-17 01:03:30,2024-10-17 01:14:34,1.0,2.18,161,246,12.8,1.0,0.5,1.0,21.36,2.5,664.0,40.75802804352629,-73.97769793122407,40.753309065983466,-74.00401512528673
2024-10-17 01:03:32,2024-10-17 01:24:32,1.0,2.9,161,144,20.1,0.0,0.5,1.0,24.1,2.5,1260.0,40.75802804352629,-73.97769793122407,40.72088889344528,-73.99691854183824
2024-10-17 01:05:05,2024-10-17 01:16:15,1.0,1.44,161,237,12.1,1.0,0.5,1.0,17.1,2.5,670.0,40.75802804352629,-73.97769793122407,40.76861518381157,-73.96563453538069
2024-10-17 01:10:47,2024-10-17 01:19:18,1.0,1.8,161,90,10.0,3.5,0.5,1.0,18.75,2.5,511.0,40.75802804352629,-73.97769793122407,40.74227862901229,-73.99697141558367
2024-10-17 01:12:04,2024-10-17 01:23:21,1.0,2.71,161,262,14.9,1.0,0.5,1.0,23.88,2.5,677.0,40.75802804352629,-73.97769793122407,40.775932403149966,-73.94651035601466
2024-10-17 01:19:47,2024-10-17 01:24:57,1.0,0.87,161,170,7.2,1.0,0.5,1.0,14.64,2.5,310.0,40.75802804352629,-73.97769793122407,40.7477457936439,-73.97849159965229
2024-10-17 01:21:49,2024-10-17 01:33:23,1.0,1.99,161,107,13.5,1.0,0.5,1.0,22.2,2.5,694.0,40.75802804352629,-73.97769793122407,40.73682405761895,-73.9840521326891
2024-10-17 01:27:10,2024-10-17 01:30:33,1.0,0.52,161,230,5.1,1.0,0.5,1.0,12.12,2.5,203.0,40.75802804352629,-73.97769793122407,40.75981761719186,-73.9841964890757
2024-10-17 01:31:01,2024-10-17 01:36:23,1.0,0.65,161,162,7.2,1.0,0.5,1.0,12.2,2.5,322.0,40.75802804352629,-73.97769793122407,40.75668765218882,-73.97235594352027
2024-10-17 01:33:43,2024-10-17 01:47:18,1.0,5.1,161,87,21.9,3.5,0.5,1.0,32.3,2.5,815.0,40.75802804352629,-73.97769793122407,40.70680845166581,-74.00749598562425
2024-10-17 01:36:48,2024-10-17 01:41:49,1.0,0.75,161,162,7.73,0.0,0.5,1.0,11.73,2.5,301.0,40.75802804352629,-73.97769793122407,40.75668765218882,-73.97235594352027
2024-10-17 01:40:32,2024-10-17 01:47:53,1.0,1.67,161,140,10.0,1.0,0.5,1.0,18.0,2.5,441.0,40.75802804352629,-73.97769793122407,40.76548408788984,-73.95473878380501
